,Administrative,Informational,ProductRelated,Administrative_Duration,Informational_Duration,ProductRelated_Duration,Weekend,VisitorType,Revenue
2260,1,1,53,7.0,97.0,2247.608298,False,Returning_Visitor,False
2261,0,0,19,0.0,0.0,950.0,False,Returning_Visitor,False
2262,15,7,104,161.764411,227.25,6254.420122,True,Returning_Visitor,False
2263,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2264,0,0,3,0.0,0.0,29.0,True,Returning_Visitor,False
2265,1,0,7,5.0,0.0,228.0,False,Returning_Visitor,False
2266,0,0,2,0.0,0.0,205.0,False,Returning_Visitor,False
2267,1,0,35,25.0,0.0,1570.5,True,Returning_Visitor,True
2268,0,1,14,0.0,0.0,101.0,False,Returning_Visitor,False
2269,2,0,11,36.5,0.0,295.9,True,Returning_Visitor,False
2270,2,0,7,145.0,0.0,196.5,False,Returning_Visitor,False
2271,1,0,15,13.0,0.0,524.5,False,Returning_Visitor,True
2272,0,0,2,0.0,0.0,0.0,False,Returning_Visitor,False
2273,0,6,28,0.0,451.5,674.4345238,True,Returning_Visitor,False
2274,3,0,32,80.0,0.0,931.5,False,Returning_Visitor,False
2275,7,4,16,75.84615385,246.3333333,672.8794872,False,Returning_Visitor,False
2276,0,0,5,0.0,0.0,0.0,False,Returning_Visitor,False
2277,7,0,73,164.5,0.0,3022.478571,False,Returning_Visitor,False
2278,4,0,27,309.0,0.0,877.5,False,New_Visitor,True
2279,0,1,20,0.0,416.0,412.8333333,False,Returning_Visitor,False
2280,3,0,22,47.0,0.0,486.5,False,Returning_Visitor,False
2281,0,1,29,0.0,51.0,1225.5,False,New_Visitor,True
2282,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2283,0,0,2,0.0,0.0,0.0,False,Returning_Visitor,False
2284,12,0,90,240.2,0.0,1221.853846,False,Returning_Visitor,False
2285,0,0,14,0.0,0.0,258.0,False,Returning_Visitor,False
2286,0,0,30,0.0,0.0,1370.833333,False,Returning_Visitor,False
2287,0,0,15,0.0,0.0,1652.0,False,Returning_Visitor,False
2288,2,0,6,123.0,0.0,178.3333333,True,Returning_Visitor,False
2289,0,0,43,0.0,0.0,1146.5,False,Returning_Visitor,False
2290,2,0,98,29.33333333,0.0,2680.828571,False,Returning_Visitor,True
2291,1,0,11,47.0,0.0,197.5,False,New_Visitor,False
2292,5,2,46,152.875,81.0,2295.182143,False,Returning_Visitor,False
2293,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2294,0,0,17,0.0,0.0,248.9,False,Returning_Visitor,False
2295,0,0,2,0.0,0.0,44.0,False,Returning_Visitor,False
2296,0,0,44,0.0,0.0,1151.116667,False,Returning_Visitor,False
2297,1,1,28,10.0,0.0,830.0,False,Returning_Visitor,False
2298,0,0,15,0.0,0.0,125.25,False,Returning_Visitor,False
2299,0,0,3,0.0,0.0,17.0,False,Returning_Visitor,False
2300,4,0,42,96.5,0.0,2172.333333,False,Returning_Visitor,False
2301,3,4,49,44.0,1636.0,4945.083333,False,Returning_Visitor,True
2302,0,0,21,0.0,0.0,358.25,False,Returning_Visitor,False
2303,1,0,13,35.0,0.0,233.1666667,False,Returning_Visitor,False
2304,0,0,20,0.0,0.0,528.0,False,New_Visitor,True
2305,5,0,16,72.5,0.0,1154.766667,True,Returning_Visitor,False
2306,1,1,30,38.0,16.0,1522.816667,False,Returning_Visitor,False
2307,0,0,13,0.0,0.0,468.1666667,True,New_Visitor,False
2308,0,0,15,0.0,0.0,432.5,False,Returning_Visitor,False
2309,3,1,36,76.75,0.0,1100.916667,False,Returning_Visitor,False
2310,0,0,33,0.0,0.0,663.2333333,False,Returning_Visitor,False
2311,2,0,24,353.0,0.0,2874.083333,False,Returning_Visitor,False
2312,15,6,47,275.9104437,606.75,1813.86461,True,Returning_Visitor,False
2313,4,4,13,104.5,261.8333333,214.6922078,True,Returning_Visitor,False
2314,0,0,2,0.0,0.0,28.0,False,Returning_Visitor,False
2315,3,0,5,134.0,0.0,78.5,True,Returning_Visitor,False
2316,0,0,28,0.0,0.0,534.5833333,True,Returning_Visitor,False
2317,0,0,10,0.0,0.0,262.6666667,False,Returning_Visitor,False
2318,6,0,56,43.1,0.0,1056.15,False,Returning_Visitor,False
2319,8,0,31,119.0,0.0,1273.875,False,New_Visitor,True
2320,0,2,27,0.0,66.0,875.5,True,Returning_Visitor,False
2321,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2322,4,1,14,38.5,308.0,582.0,True,Returning_Visitor,False
2323,0,0,13,0.0,0.0,0.0,False,Returning_Visitor,False
2324,2,0,9,16.66666667,0.0,63.66666667,False,Returning_Visitor,False
2325,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2326,0,0,22,0.0,0.0,1443.25,False,Returning_Visitor,False
2327,2,4,30,18.0,15.0,569.1190476,False,Returning_Visitor,False
2328,3,0,16,231.0,0.0,386.4444444,False,Returning_Visitor,False
2329,0,0,13,0.0,0.0,399.5,True,Returning_Visitor,False
2330,1,0,10,24.0,0.0,238.5,False,New_Visitor,False
2331,0,0,3,0.0,0.0,17.0,False,Returning_Visitor,False
2332,1,0,0,0.0,0.0,0.0,False,Returning_Visitor,False
2333,0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
2334,0,0,2,0.0,0.0,59.0,False,Returning_Visitor,False
2335,4,1,47,92.25,0.0,1506.220833,False,Returning_Visitor,True
2336,7,0,7,145.0,0.0,96.0,False,New_Visitor,False
2337,4,0,20,155.5,0.0,588.9,False,New_Visitor,False
2338,7,0,43,135.9166667,0.0,1719.416667,True,Returning_Visitor,False
2339,0,0,4,0.0,0.0,41.0,False,Returning_Visitor,False
2340,0,1,31,0.0,257.0,1906.8,False,Returning_Visitor,True
2341,0,0,10,0.0,0.0,262.5,False,Returning_Visitor,False
2342,5,0,17,119.15,0.0,457.2333333,False,Returning_Visitor,False
2343,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2344,0,0,6,0.0,0.0,227.3333333,True,New_Visitor,False
2345,0,0,2,0.0,0.0,0.0,True,Returning_Visitor,False
2346,8,0,8,123.0,0.0,95.0,False,New_Visitor,False
2347,4,0,8,59.0,0.0,517.5,False,Returning_Visitor,False
2348,4,2,16,107.5333333,298.0,570.3333333,False,Returning_Visitor,False
2349,3,0,15,84.0,0.0,183.0952381,False,New_Visitor,False
2350,0,0,10,0.0,0.0,366.0,False,Returning_Visitor,False
2351,0,0,3,0.0,0.0,133.5,False,Returning_Visitor,False
2352,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2353,0,0,25,0.0,0.0,280.9333333,False,Returning_Visitor,False
2354,0,0,4,0.0,0.0,44.0,False,Returning_Visitor,False
2355,0,0,9,0.0,0.0,265.6,False,Returning_Visitor,False
2356,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2357,4,0,3,124.0,0.0,165.0,False,Returning_Visitor,False
2358,0,0,5,0.0,0.0,109.0,True,Returning_Visitor,False
2359,2,0,47,61.16666667,0.0,901.25,False,Returning_Visitor,True
2360,2,1,34,39.5,161.0,1406.209524,False,Returning_Visitor,True
2361,0,1,25,0.0,33.0,972.25,False,Returning_Visitor,False
2362,0,0,34,0.0,0.0,965.8333333,False,Returning_Visitor,False
2363,0,0,2,0.0,0.0,0.0,False,Returning_Visitor,False
2364,0,0,5,0.0,0.0,214.0,False,Returning_Visitor,False
2365,0,0,7,0.0,0.0,267.0,False,Returning_Visitor,False
2366,8,2,5,217.0,281.5,236.1666667,False,Returning_Visitor,False
2367,1,2,25,80.0,48.0,879.6666667,True,New_Visitor,False
2368,0,0,6,0.0,0.0,1044.0,False,Returning_Visitor,False
2369,6,5,45,124.5,132.8333333,901.0916667,False,Returning_Visitor,False
2370,3,1,32,277.6666667,32.0,1671.257393,False,Returning_Visitor,False
2371,8,0,50,398.7,0.0,1483.366667,False,Returning_Visitor,False
2372,0,0,19,0.0,0.0,5538.916667,True,Returning_Visitor,False
2373,1,0,11,56.0,0.0,191.0,True,New_Visitor,False
2374,1,0,20,29.0,0.0,451.9333333,False,Returning_Visitor,False
2375,0,0,10,0.0,0.0,224.0,False,Returning_Visitor,False
2376,5,0,44,147.75,0.0,670.3,False,Returning_Visitor,False
2377,0,0,5,0.0,0.0,210.0,False,Returning_Visitor,False
2378,0,0,19,0.0,0.0,900.9166667,False,Returning_Visitor,False
2379,4,3,10,149.5,56.5,368.0,False,Returning_Visitor,False
2380,0,1,0,0.0,0.0,0.0,True,Returning_Visitor,False
2381,0,0,9,0.0,0.0,216.0,False,Returning_Visitor,False
2382,2,0,23,13.5,0.0,1580.166667,False,Returning_Visitor,False
2383,0,0,40,0.0,0.0,587.6911765,False,Returning_Visitor,False
2384,3,0,64,42.33333333,0.0,2471.391775,False,Returning_Visitor,True
2385,0,0,23,0.0,0.0,502.4666667,False,Returning_Visitor,False
2386,0,0,7,0.0,0.0,317.0,False,Returning_Visitor,False
2387,0,0,65,0.0,0.0,3864.428571,False,Returning_Visitor,False
2388,6,0,69,34.0,0.0,2456.297619,False,Returning_Visitor,False
2389,7,0,66,200.5,0.0,2656.183333,False,Returning_Visitor,False
2390,4,0,19,85.0,0.0,599.0,False,Returning_Visitor,False
2391,7,0,13,424.1666667,0.0,1212.0,False,Returning_Visitor,False
2392,0,0,3,0.0,0.0,127.0,False,Returning_Visitor,True
2393,0,0,9,0.0,0.0,0.0,False,Returning_Visitor,False
2394,0,0,10,0.0,0.0,173.25,False,Returning_Visitor,False
2395,3,2,23,65.16666667,16.0,599.3333333,True,Returning_Visitor,True
2396,0,0,48,0.0,0.0,2215.866667,False,Returning_Visitor,False
2397,10,2,77,220.0,88.0,5284.765079,False,Returning_Visitor,False
2398,0,0,17,0.0,0.0,433.1333333,True,Returning_Visitor,False
2399,6,3,65,389.75,545.0,1690.790351,True,Returning_Visitor,False
2400,8,1,63,462.0,57.0,1621.152083,False,Returning_Visitor,False
2401,0,0,13,0.0,0.0,454.5,False,Returning_Visitor,False
2402,0,0,14,0.0,0.0,197.5,False,Returning_Visitor,False
2403,2,0,29,37.0,0.0,911.5,False,Returning_Visitor,False
2404,0,0,10,0.0,0.0,196.5,False,Returning_Visitor,False
2405,2,0,7,28.0,0.0,115.6666667,True,New_Visitor,False
2406,5,1,41,118.7,26.0,1019.293939,True,Returning_Visitor,False
2407,0,0,53,0.0,0.0,715.5,True,Returning_Visitor,False
2408,0,0,150,0.0,0.0,3147.584294,False,Returning_Visitor,False
2409,0,0,11,0.0,0.0,321.9583333,False,Returning_Visitor,False
2410,3,0,22,9.0,0.0,169.5,False,Returning_Visitor,False
2411,2,1,49,89.75,89.0,2104.3114,False,Returning_Visitor,False
2412,0,0,12,0.0,0.0,499.0,True,New_Visitor,True
2413,0,0,9,0.0,0.0,120.0,False,Returning_Visitor,False
2414,9,2,116,281.75,144.5,7009.095996,False,Returning_Visitor,False
2415,10,9,105,513.5535714,186.0,8704.372405,True,Returning_Visitor,False
2416,1,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
2417,0,0,42,0.0,0.0,2058.25,False,Returning_Visitor,False
2418,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2419,4,1,19,69.0,0.0,580.5,True,Returning_Visitor,True
2420,0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
2421,3,0,52,131.75,0.0,1701.857143,False,Returning_Visitor,False
2422,4,0,15,15.5,0.0,312.7,False,Returning_Visitor,False
2423,0,0,2,0.0,0.0,0.0,False,Returning_Visitor,False
2424,1,0,9,4.0,0.0,495.0,False,Returning_Visitor,False
2425,0,0,6,0.0,0.0,202.0,False,Returning_Visitor,False
2426,1,0,39,4.5,0.0,908.3333333,False,Returning_Visitor,False
2427,0,0,30,0.0,0.0,480.5,False,Returning_Visitor,False
2428,11,3,58,143.8333333,404.5833333,3473.857143,False,Returning_Visitor,False
2429,0,0,5,0.0,0.0,277.0,False,Returning_Visitor,False
2430,0,0,5,0.0,0.0,226.0,False,Returning_Visitor,False
2431,0,0,5,0.0,0.0,138.0,False,Returning_Visitor,False
2432,0,0,8,0.0,0.0,59.0,False,Returning_Visitor,False
2433,0,0,1,0.0,0.0,0.0,False,New_Visitor,False
2434,1,0,19,3.0,0.0,273.0,False,Returning_Visitor,False
2435,0,0,10,0.0,0.0,0.0,False,Returning_Visitor,False
2436,0,0,16,0.0,0.0,360.0,False,Returning_Visitor,False
2437,0,0,2,0.0,0.0,40.0,False,Returning_Visitor,False
2438,0,2,1,0.0,28.0,0.0,False,Returning_Visitor,False
2439,0,0,27,0.0,0.0,1547.5,False,Returning_Visitor,False
2440,2,0,25,37.0,0.0,1127.25,False,Returning_Visitor,False
2441,8,3,29,181.1666667,52.0,996.0833333,False,Returning_Visitor,False
2442,0,0,13,0.0,0.0,227.7,False,Returning_Visitor,False
2443,3,0,10,45.0,0.0,579.3333333,False,New_Visitor,False
2444,2,0,12,33.0,0.0,237.0,False,Returning_Visitor,False
2445,3,4,14,54.5,472.0,678.5,False,New_Visitor,False
2446,2,0,29,1687.5,0.0,3098.033333,False,Returning_Visitor,False
2447,0,0,6,0.0,0.0,81.0,True,Returning_Visitor,False
2448,0,0,12,0.0,0.0,285.1666667,False,Returning_Visitor,False
2449,0,0,1,0.0,0.0,340.2,True,Returning_Visitor,False
2450,0,0,10,0.0,0.0,231.0,False,Returning_Visitor,False
2451,7,2,28,146.0,37.0,2054.114286,False,Returning_Visitor,False
2452,2,0,21,20.0,0.0,2008.833333,False,Returning_Visitor,False
2453,0,0,19,0.0,0.0,1065.9,True,Returning_Visitor,False
2454,4,0,6,431.0,0.0,619.0,False,Returning_Visitor,False
2455,0,0,21,0.0,0.0,584.1333333,True,Returning_Visitor,False
2456,0,0,1,0.0,0.0,0.0,False,New_Visitor,False
2457,11,0,149,210.8555556,0.0,4107.119658,False,Returning_Visitor,False
2458,0,0,12,0.0,0.0,293.5,False,Returning_Visitor,False
2459,3,0,9,58.33333333,0.0,229.6666667,True,Returning_Visitor,False
2460,2,0,11,32.0,0.0,155.8333333,False,Returning_Visitor,False
2461,1,0,92,5.0,0.0,1688.058761,True,Returning_Visitor,False
2462,0,0,10,0.0,0.0,234.0,False,Returning_Visitor,False
2463,0,0,13,0.0,0.0,197.2,False,Returning_Visitor,False
2464,0,2,89,0.0,39.66666667,3509.130952,True,Returning_Visitor,False
2465,5,0,16,52.0,0.0,866.5,False,Returning_Visitor,False
2466,0,2,12,0.0,499.0,755.0,False,New_Visitor,True
2467,1,0,4,27.0,0.0,30.0,False,New_Visitor,False
2468,7,0,48,92.5,0.0,1681.52381,False,Returning_Visitor,False
2469,5,0,61,70.0,0.0,2635.61627,False,Returning_Visitor,False
2470,0,0,22,0.0,0.0,231.5,False,Returning_Visitor,False
2471,3,2,9,49.33333333,346.1666667,194.3333333,False,Returning_Visitor,False
2472,5,2,36,427.0,108.0,1564.161905,False,Returning_Visitor,False
2473,14,2,41,662.5357143,58.0,854.2863248,True,Returning_Visitor,True
2474,0,0,4,0.0,0.0,124.5,False,Returning_Visitor,False
2475,0,0,34,0.0,0.0,1021.75,False,Returning_Visitor,False
2476,5,1,77,626.0,66.0,2660.15,False,Returning_Visitor,False
2477,0,0,2,0.0,0.0,12.0,False,Returning_Visitor,False
2478,2,5,1,109.0,125.0,34.0,False,Returning_Visitor,False
2479,0,0,2,0.0,0.0,17.0,False,Returning_Visitor,False
2480,0,0,36,0.0,0.0,1135.166667,True,Returning_Visitor,False
2481,3,0,13,91.0,0.0,298.2333333,False,Returning_Visitor,False
2482,0,0,12,0.0,0.0,554.5,False,New_Visitor,True
2483,2,0,22,23.0,0.0,335.6666667,True,New_Visitor,False
2484,8,1,95,131.3333333,4.0,2107.583333,True,Returning_Visitor,False
2485,0,0,4,0.0,0.0,96.33333333,True,Returning_Visitor,False
2486,9,1,75,128.5714286,10.66666667,2755.336111,True,Returning_Visitor,False
2487,0,0,69,0.0,0.0,653.2777778,False,Returning_Visitor,False
2488,0,0,4,0.0,0.0,44.0,True,New_Visitor,False
2489,5,2,33,230.3333333,64.0,964.047619,False,Returning_Visitor,False
2490,2,0,22,90.0,0.0,650.6666667,False,Returning_Visitor,False
2491,7,0,5,245.3333333,0.0,256.6666667,False,Returning_Visitor,False
2492,0,0,5,0.0,0.0,28.0,False,Returning_Visitor,False
2493,0,0,23,0.0,0.0,1516.966667,False,Returning_Visitor,False
2494,0,0,24,0.0,0.0,648.0678571,False,Returning_Visitor,False
2495,0,0,16,0.0,0.0,462.0,False,Returning_Visitor,False
2496,0,0,6,0.0,0.0,63.0,False,Returning_Visitor,False
2497,1,1,16,337.0,39.0,630.5,True,Returning_Visitor,True
2498,0,0,5,0.0,0.0,42.0,False,Returning_Visitor,False
2499,0,0,19,0.0,0.0,688.6666667,False,Returning_Visitor,False
2500,0,0,8,0.0,0.0,181.0,True,Returning_Visitor,False
2501,3,0,14,117.5,0.0,285.4166667,True,New_Visitor,False
2502,0,0,7,0.0,0.0,61.33333333,True,Returning_Visitor,False
2503,6,0,81,105.5,0.0,2961.483333,False,Returning_Visitor,False
2504,0,0,23,0.0,0.0,406.0,False,Returning_Visitor,False
2505,6,0,60,62.5,0.0,3222.75873,False,Returning_Visitor,False
2506,0,0,7,0.0,0.0,128.0,False,Returning_Visitor,False
2507,5,0,19,243.0,0.0,500.7880952,False,Returning_Visitor,False
2508,1,0,22,9.0,0.0,375.75,False,Returning_Visitor,False
2509,0,0,16,0.0,0.0,534.9166667,False,Returning_Visitor,False
2510,0,0,8,0.0,0.0,134.0,False,Returning_Visitor,False
2511,0,0,27,0.0,0.0,2098.238095,False,Returning_Visitor,False
2512,2,0,48,16.5,0.0,869.1,False,Returning_Visitor,False
2513,1,0,0,0.0,0.0,0.0,False,Returning_Visitor,False
2514,2,0,21,40.0,0.0,1494.5,False,Returning_Visitor,False
2515,2,0,13,12.0,0.0,510.0,True,Returning_Visitor,False
2516,0,2,12,0.0,52.0,699.25,False,Returning_Visitor,False
2517,0,0,5,0.0,0.0,331.3333333,False,Returning_Visitor,False
2518,0,0,2,0.0,0.0,0.0,False,Returning_Visitor,False
2519,0,0,8,0.0,0.0,321.0,False,Returning_Visitor,False
2520,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2521,0,0,13,0.0,0.0,88.0,False,Returning_Visitor,False
2522,2,5,71,58.0,115.0,1563.930952,False,Returning_Visitor,False
2523,0,0,3,0.0,0.0,55.0,False,Returning_Visitor,False
2524,11,0,31,79.75,0.0,419.25,False,Returning_Visitor,False
2525,6,1,157,109.5,21.0,4643.755952,False,Returning_Visitor,False
2526,0,1,21,0.0,172.0,564.5,False,Returning_Visitor,False
2527,0,0,6,0.0,0.0,65.66666667,False,Returning_Visitor,False
2528,0,0,1,0.0,0.0,0.0,False,New_Visitor,False
2529,1,1,42,47.16666667,3.0,1462.659125,False,Returning_Visitor,True
2530,2,2,23,115.0,31.0,404.6190476,False,Returning_Visitor,False
2531,0,0,13,0.0,0.0,392.0,False,Returning_Visitor,False
2532,0,0,19,0.0,0.0,960.7333333,True,Returning_Visitor,False
2533,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2534,0,0,38,0.0,0.0,726.2761905,True,Returning_Visitor,False
2535,4,0,66,71.3,0.0,4415.333333,False,Returning_Visitor,False
2536,0,0,7,0.0,0.0,40.0,False,Returning_Visitor,False
2537,6,1,52,140.0,12.0,723.315873,False,Returning_Visitor,False
2538,10,3,49,750.75,80.0,1088.05,False,Returning_Visitor,False
2539,8,2,30,121.6666667,62.0,1688.72619,False,Returning_Visitor,True
2540,0,0,3,0.0,0.0,0.0,False,Returning_Visitor,False
2541,0,0,50,0.0,0.0,998.9545455,False,Returning_Visitor,False
2542,5,3,22,243.0,106.0,1654.722222,False,Returning_Visitor,False
2543,0,0,12,0.0,0.0,281.5,True,Returning_Visitor,False
2544,0,0,14,0.0,0.0,1501.0,False,Returning_Visitor,False
2545,0,0,13,0.0,0.0,153.5833333,False,Returning_Visitor,False
2546,0,0,3,0.0,0.0,109.0,True,Returning_Visitor,False
2547,0,0,19,0.0,0.0,483.5833333,False,Returning_Visitor,False
2548,0,0,38,0.0,0.0,586.3333333,False,Returning_Visitor,False
2549,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2550,0,0,41,0.0,0.0,2213.0,False,Returning_Visitor,False
2551,0,0,7,0.0,0.0,50.5,True,Returning_Visitor,False
2552,0,2,15,0.0,10.0,178.0,False,Returning_Visitor,False
2553,4,1,27,70.83333333,30.0,1150.192063,False,Returning_Visitor,True
2554,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2555,6,0,32,86.08333333,0.0,892.9166667,True,New_Visitor,False
2556,0,0,12,0.0,0.0,173.0,False,Returning_Visitor,False
2557,10,2,14,252.5,506.0,289.6666667,False,Returning_Visitor,True
2558,4,0,22,126.0,0.0,633.9857143,False,Returning_Visitor,False
2559,5,0,36,318.0,0.0,1837.966667,False,Returning_Visitor,False
2560,9,4,154,331.1666667,154.0,8038.325302,False,Returning_Visitor,False
2561,9,2,31,169.5,724.0,706.9837662,False,Returning_Visitor,False
2562,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2563,0,0,4,0.0,0.0,352.0,False,Returning_Visitor,False
2564,12,1,220,203.4714286,0.0,11308.09795,False,Returning_Visitor,False
2565,2,0,9,94.0,0.0,501.5,False,Returning_Visitor,False
2566,8,1,19,359.0,16.0,497.6666667,False,Returning_Visitor,False
2567,0,0,27,0.0,0.0,406.0,False,Returning_Visitor,False
2568,7,2,129,135.5,30.0,4115.978571,True,Returning_Visitor,False
2569,0,0,4,0.0,0.0,2.333333333,False,Returning_Visitor,False
2570,0,0,12,0.0,0.0,121.5,True,Returning_Visitor,False
2571,0,0,9,0.0,0.0,869.0,False,Returning_Visitor,False
2572,0,0,4,0.0,0.0,403.0,True,Returning_Visitor,False
2573,0,0,1,0.0,0.0,12.0,True,Returning_Visitor,False
2574,0,0,15,0.0,0.0,865.0,False,Returning_Visitor,False
2575,1,0,13,13.0,0.0,220.3333333,False,Returning_Visitor,False
2576,0,0,3,0.0,0.0,222.0,False,Returning_Visitor,False
2577,4,0,16,21.0,0.0,657.1666667,False,Returning_Visitor,False
2578,3,0,6,109.0,0.0,131.0,False,New_Visitor,False
2579,3,1,26,189.0,32.0,1517.9,False,New_Visitor,True
2580,1,0,17,36.0,0.0,538.2878788,False,Returning_Visitor,False
2581,2,3,60,25.0,52.0,4139.625,False,Returning_Visitor,False
2582,0,4,26,0.0,140.0,832.8333333,False,Returning_Visitor,False
2583,0,0,9,0.0,0.0,464.0,False,Returning_Visitor,True
2584,4,0,45,82.16666667,0.0,673.4813797,False,Returning_Visitor,False
2585,0,0,18,0.0,0.0,217.0,False,Returning_Visitor,False
2586,0,0,13,0.0,0.0,472.9952381,True,Returning_Visitor,False
2587,8,0,36,63.0,0.0,1500.380952,False,Returning_Visitor,False
2588,0,0,6,0.0,0.0,241.0,False,Returning_Visitor,False
2589,2,0,16,101.5,0.0,692.6666667,False,New_Visitor,True
2590,19,2,187,704.8699248,269.5,9487.639162,False,Returning_Visitor,False
2591,0,0,15,0.0,0.0,455.5,False,New_Visitor,False
2592,0,0,2,0.0,0.0,49.0,False,Returning_Visitor,False
2593,0,0,4,0.0,0.0,259.0,False,Returning_Visitor,False
2594,0,0,20,0.0,0.0,2065.15,False,Returning_Visitor,False
2595,0,0,34,0.0,0.0,4190.75,False,Returning_Visitor,False
2596,0,0,3,0.0,0.0,65.0,False,Returning_Visitor,False
2597,2,2,6,27.0,6.0,129.2,False,Returning_Visitor,False
2598,0,0,37,0.0,0.0,607.4666667,True,Returning_Visitor,True
2599,24,1,113,196.1385918,28.0,8699.407065,True,Returning_Visitor,False
2600,0,0,24,0.0,0.0,2022.25,False,Returning_Visitor,False
2601,0,0,21,0.0,0.0,761.25,False,Returning_Visitor,False
2602,7,1,25,114.25,17.33333333,874.5833333,True,Returning_Visitor,True
2603,0,0,21,0.0,0.0,1483.0,True,Returning_Visitor,False
2604,2,0,22,100.0,0.0,639.5,True,Returning_Visitor,True
2605,0,0,18,0.0,0.0,356.0,False,Returning_Visitor,False
2606,12,3,42,432.5833333,112.0,2132.683333,False,Returning_Visitor,False
2607,0,0,22,0.0,0.0,431.0833333,False,Returning_Visitor,False
2608,9,2,16,118.0,10.0,401.95,False,Returning_Visitor,False
2609,0,0,28,0.0,0.0,2524.0,True,Returning_Visitor,False
2610,0,0,11,0.0,0.0,151.5,True,Returning_Visitor,False
2611,0,0,4,0.0,0.0,117.5,False,Returning_Visitor,False
2612,0,0,31,0.0,0.0,822.65,True,Returning_Visitor,False
2613,0,0,5,0.0,0.0,102.0,False,Returning_Visitor,False
2614,5,0,14,99.66666667,0.0,1714.166667,False,Returning_Visitor,False
2615,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2616,8,0,26,364.5,0.0,783.5,True,Returning_Visitor,False
2617,12,0,52,345.8333333,0.0,3258.071212,True,Returning_Visitor,False
2618,1,2,20,11.42857143,146.0,1329.261905,False,Returning_Visitor,False
2619,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2620,1,0,8,19.0,0.0,87.0,False,New_Visitor,False
2621,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2622,0,0,43,0.0,0.0,813.8,False,Returning_Visitor,False
2623,4,3,30,248.6666667,382.3333333,1039.477564,False,Returning_Visitor,True
2624,0,0,9,0.0,0.0,531.0,False,Returning_Visitor,False
2625,5,0,31,168.0,0.0,1239.083333,False,Returning_Visitor,False
2626,5,4,37,106.3214286,189.0,1306.028022,False,Returning_Visitor,False
2627,2,0,24,48.0,0.0,543.75,False,Returning_Visitor,False
2628,0,0,9,0.0,0.0,315.6,False,Returning_Visitor,False
2629,0,0,8,0.0,0.0,258.8333333,True,Returning_Visitor,False
2630,0,0,27,0.0,0.0,420.0,True,Returning_Visitor,False
2631,10,0,22,262.0,0.0,623.4166667,False,Returning_Visitor,False
2632,4,3,12,122.0,124.0,1040.333333,False,Returning_Visitor,False
2633,1,3,154,11.0,27.5,3395.729484,False,Returning_Visitor,False
2634,3,0,4,90.0,0.0,126.0,False,New_Visitor,False
2635,0,0,2,0.0,0.0,21.0,False,New_Visitor,False
2636,3,1,35,166.0,140.0,701.5,True,Returning_Visitor,False
2637,14,0,52,230.1069444,0.0,2059.109203,False,Returning_Visitor,False
2638,0,0,3,0.0,0.0,11.0,False,Returning_Visitor,False
2639,2,0,10,95.0,0.0,203.4166667,True,Returning_Visitor,False
2640,0,0,4,0.0,0.0,60.0,True,Returning_Visitor,False
2641,0,0,7,0.0,0.0,65.0,False,Returning_Visitor,False
2642,0,0,21,0.0,0.0,197.3333333,False,Returning_Visitor,False
2643,2,0,24,30.0,0.0,300.6666667,False,Returning_Visitor,False
2644,1,0,28,7.0,0.0,471.0,True,Returning_Visitor,False
2645,4,0,112,118.4545455,0.0,7968.903361,False,Returning_Visitor,False
2646,0,0,8,0.0,0.0,105.0,False,Returning_Visitor,False
2647,0,0,26,0.0,0.0,2607.5,False,Returning_Visitor,False
2648,10,2,51,156.8333333,14.0,865.6722222,False,Returning_Visitor,False
2649,0,0,42,0.0,0.0,1076.977778,False,Returning_Visitor,False
2650,10,0,60,290.3333333,0.0,2818.094444,False,Returning_Visitor,False
2651,0,0,5,0.0,0.0,234.9666667,False,Returning_Visitor,False
2652,1,0,13,113.0,0.0,935.0,False,New_Visitor,False
2653,2,0,22,45.0,0.0,1662.733333,True,Returning_Visitor,False
2654,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2655,2,0,10,199.0,0.0,155.0,False,Returning_Visitor,False
2656,0,0,13,0.0,0.0,436.6,False,Returning_Visitor,False
2657,0,0,6,0.0,0.0,80.0,True,Returning_Visitor,False
