Administrative,Informational,ProductRelated,Administrative_Duration,Informational_Duration,ProductRelated_Duration,ExitRates
6,2,204,66.16666667,120.0,9143.435714,0.015384615
6,0,68,128.5,0.0,1080.15,0.001715686
0,0,7,0.0,0.0,316.25,0.014285714
0,0,40,0.0,0.0,1783.25,0.026416667
7,0,35,290.6666667,0.0,1384.533333,0.016885965
0,0,12,0.0,0.0,197.5,0.008333333
0,0,5,0.0,0.0,0.0,0.2
0,0,23,0.0,0.0,996.4380952,0.019927536
0,0,7,0.0,0.0,368.5,0.057142857
0,0,3,0.0,0.0,54.5,0.066666667
0,0,4,0.0,0.0,228.5,0.03
6,0,66,57.5,0.0,1285.548533,0.018513906
5,2,142,102.0676923,16.0,6223.870847,0.006649462
4,0,33,60.0,0.0,841.0333333,0.043434343
0,0,25,0.0,0.0,1250.5,0.072
14,2,31,578.5,913.0,699.5,0.005896806
2,2,50,38.5,15.0,1766.855952,0.013141026
5,0,24,85.0,0.0,567.45,0.058666667
0,0,5,0.0,0.0,90.66666667,0.12
0,0,14,0.0,0.0,158.5,0.028571429
0,0,24,0.0,0.0,981.1666667,0.084722222
1,0,19,36.0,0.0,1661.75,0.023529412
5,1,14,246.25,9.0,548.25,0.05
0,0,36,0.0,0.0,808.0833333,0.007619048
0,0,7,0.0,0.0,87.5,0.085714286
0,0,11,0.0,0.0,276.0,0.011111111
0,0,19,0.0,0.0,130.5,0.100877193
0,0,8,0.0,0.0,321.5,0.125
0,0,1,0.0,0.0,0.0,0.2
2,0,23,19.0,0.0,1875.744689,0.041156463
0,0,3,0.0,0.0,117.0,0.1
0,0,48,0.0,0.0,4346.916667,0.034791667
1,0,45,3.0,0.0,884.3357143,0.014389234
0,1,41,0.0,31.0,1678.733333,0.013333333
0,0,24,0.0,0.0,325.8333333,0.020833333
3,0,19,55.0,0.0,436.0,0.013636364
0,0,3,0.0,0.0,27.0,0.1
0,1,14,0.0,44.0,549.5,0.013333333
0,0,1,0.0,0.0,0.0,0.2
1,0,55,68.0,0.0,4277.0,0.021212121
3,0,13,124.0,0.0,173.0,0.017777778
0,0,6,0.0,0.0,179.5,0.066666667
1,2,11,29.0,149.0,561.55,0.038571429
4,0,30,164.0,0.0,2136.0,0.008333333
4,2,43,35.66666667,9.0,2797.816667,0.006666667
1,0,28,8.0,0.0,643.875,0.003571429
0,2,32,0.0,47.0,898.8333333,0.102285714
0,0,31,0.0,0.0,453.0,0.037634409
8,0,28,168.1666667,0.0,888.0,0.011428571
12,0,206,331.3,0.0,9997.728571,0.010741385
0,0,16,0.0,0.0,588.3333333,0.067857143
5,6,102,548.3142857,448.5,5703.476786,0.01470751
8,0,83,102.0,0.0,1495.580952,0.002298851
0,0,6,0.0,0.0,66.5,0.111111111
3,0,2,166.0,0.0,134.0,0.03
1,0,22,45.0,0.0,2905.5,0.04
0,0,18,0.0,0.0,521.5,0.063333333
0,0,5,0.0,0.0,47.0,0.06
0,0,1,0.0,0.0,0.0,0.2
0,0,52,0.0,0.0,1192.317857,0.033012821
0,0,22,0.0,0.0,355.6666667,0.051428571
1,0,11,3.5,0.0,332.5,0.011111111
1,0,11,0.0,0.0,297.3,0.041666667
0,0,53,0.0,0.0,2309.995238,0.06394752
0,0,26,0.0,0.0,810.3713768,0.02530525
0,0,7,0.0,0.0,384.5,0.028571429
2,0,53,65.5,0.0,975.9722222,0.016296296
0,0,4,0.0,0.0,127.0,0.075
4,0,6,38.0,0.0,107.0,0.042424242
0,0,6,0.0,0.0,50.0,0.033333333
0,0,43,0.0,0.0,3382.083333,0.011627907
0,0,8,0.0,0.0,541.5,0.083333333
0,0,2,0.0,0.0,25.0,0.1
0,0,9,0.0,0.0,210.5,0.071111111
6,1,43,105.0,0.0,1343.097619,0.057878788
0,0,9,0.0,0.0,953.8333333,0.027777778
0,0,24,0.0,0.0,674.5,0.0625
13,1,64,228.9166667,10.0,817.0163767,0.013814416
8,1,31,249.0,36.33333333,1124.916667,0.014672365
10,3,313,236.4083333,118.0,7428.181584,0.013416263
1,3,145,4.5,61.0,5577.826456,0.01187122
0,0,17,0.0,0.0,887.8333333,0.040625
3,0,25,135.0,0.0,2765.2,0.016888889
0,2,4,0.0,13.0,145.0,0.04
10,4,60,261.5,406.0,3121.283333,0.010935374
0,1,57,0.0,0.0,1190.548851,0.027309942
0,0,18,0.0,0.0,410.9166667,0.119473684
0,0,25,0.0,0.0,710.5,0.084
0,0,9,0.0,0.0,319.6666667,0.055555556
0,0,1,0.0,0.0,0.0,0.2
0,0,5,0.0,0.0,91.0,0.06
0,0,6,0.0,0.0,191.0,0.133333333
2,0,20,98.0,0.0,401.5,0.003333333
0,0,7,0.0,0.0,117.5,0.033333333
3,2,85,23.0,10.16666667,1311.072012,0.015013618
0,0,4,0.0,0.0,157.0,0.05
5,1,17,18.0,9.5,414.3333333,0.005263158
1,0,54,64.0,0.0,1155.033333,0.003974359
2,0,97,23.0,0.0,1589.183333,0.014967419
0,0,2,0.0,0.0,233.5,0.033333333
0,0,28,0.0,0.0,1384.071429,0.032380952
0,0,1,0.0,0.0,0.0,0.2
4,1,21,166.5,27.0,452.8141026,0.047238095
2,0,30,74.0,0.0,1708.083333,0.013333333
1,0,10,42.0,0.0,1057.0,0.014814815
2,0,61,172.0,0.0,3374.916667,0.021388889
3,7,83,232.9,646.0,5448.994444,0.023535354
3,0,21,176.0,0.0,654.5,0.031818182
1,0,17,5.0,0.0,389.0,0.041666667
0,0,11,0.0,0.0,1435.0,0.109090909
1,2,19,6.0,15.0,512.0666667,0.033333333
4,0,21,56.66666667,0.0,797.2952381,0.019875776
0,0,22,0.0,0.0,555.8666667,0.019047619
1,1,56,19.0,0.0,2954.759524,0.049396552
0,0,2,0.0,0.0,0.0,0.2
0,0,5,0.0,0.0,97.16666667,0.033333333
3,0,2,52.33333333,0.0,291.0,0.04
0,0,4,0.0,0.0,36.0,0.15
0,0,18,0.0,0.0,472.0,0.034444444
0,0,14,0.0,0.0,628.0,0.042857143
0,0,6,0.0,0.0,129.0,0.05
6,1,81,89.46666667,32.0,1141.061905,0.004809853
0,0,5,0.0,0.0,105.0,0.06
0,0,5,0.0,0.0,273.5,0.05
1,0,11,9.0,0.0,467.0,0.02
3,0,25,111.0,0.0,461.2222222,0.007142857
3,0,5,120.0,0.0,198.0,0.014285714
0,0,7,0.0,0.0,220.3333333,0.01
0,0,5,0.0,0.0,241.0,0.08
9,2,67,149.9333333,26.66666667,1783.122222,0.005855856
0,0,34,0.0,0.0,731.5238095,0.042647059
3,1,198,53.25,77.0,3057.809524,0.002734559
0,0,90,0.0,0.0,601.7901961,0.012763533
2,6,17,60.0,459.0,1370.067857,0.035072464
1,0,4,97.0,0.0,59.0,0.013333333
2,0,27,21.0,0.0,694.0,0.014285714
0,0,4,0.0,0.0,39.0,0.06
0,0,27,0.0,0.0,321.6666667,0.07224026
0,0,11,0.0,0.0,540.5,0.02
5,1,51,497.75,10.0,4977.85,0.015536723
0,0,20,0.0,0.0,1066.166667,0.006428571
5,0,48,65.0,0.0,1142.666667,0.00625
3,0,25,149.0,0.0,1294.183333,0.02962963
5,0,26,316.8,0.0,1086.178571,0.017267081
0,0,14,0.0,0.0,221.5,0.014285714
3,0,59,49.75,0.0,754.2261905,0.003333333
2,0,22,74.5,0.0,432.5714286,0.00125
3,0,19,40.0,0.0,1051.5,0.030555556
3,2,39,65.5,12.0,1101.333333,0.041269841
9,2,81,233.5,102.0,2477.666667,0.011954023
1,0,37,41.0,0.0,1501.166667,0.019298246
0,1,85,0.0,18.0,1736.447368,0.039989226
0,0,13,0.0,0.0,94.5,0.046153846
0,0,10,0.0,0.0,269.0,0.02
0,1,36,0.0,18.0,833.0833333,0.055225225
2,0,4,149.6666667,0.0,86.75,0.016666667
0,0,44,0.0,0.0,547.0,0.087407407
0,0,5,0.0,0.0,1474.5,0.02
0,0,1,0.0,0.0,0.0,0.2
4,0,11,172.0,0.0,787.0,0.053333333
0,0,3,0.0,0.0,17.0,0.133333333
0,0,7,0.0,0.0,323.5,0.057142857
0,2,62,0.0,163.0,813.0519481,0.011827957
0,0,11,0.0,0.0,2028.5,0.036363636
5,0,56,158.0,0.0,2220.871465,0.006327684
0,0,15,0.0,0.0,440.0,0.033333333
0,0,17,0.0,0.0,1356.0,0.035294118
0,0,6,0.0,0.0,399.0,0.033333333
0,0,13,0.0,0.0,231.5,0.046153846
7,2,11,134.0,196.0,438.5833333,0.032291667
0,0,5,0.0,0.0,164.0,0.04
0,0,8,0.0,0.0,347.6666667,0.102083333
1,2,6,26.0,33.0,64.0,0.022222222
1,2,57,38.0,20.0,2931.580303,0.021833333
0,1,63,0.0,55.0,1462.45,0.003225806
0,0,22,0.0,0.0,402.5,0.059047619
4,0,18,26.0,0.0,727.6190476,0.013333333
1,3,15,57.0,59.5,553.1666667,0.011111111
2,0,22,33.0,0.0,460.6666667,0.025
0,0,2,0.0,0.0,0.0,0.2
3,0,22,314.5,0.0,2837.166667,0.008333333
2,0,34,10.66666667,0.0,541.5,0.03352381
0,0,2,0.0,0.0,13.0,0.1
6,0,3,106.5,0.0,70.5,0.022222222
2,0,3,83.0,0.0,264.0,0.05
0,0,89,0.0,0.0,1638.888095,0.040659551
1,0,14,537.0,0.0,1383.5,0.030769231
0,0,5,0.0,0.0,215.0,0.08
8,0,26,211.9642857,0.0,1382.66514,0.02287478
4,1,42,69.0,537.0,352.5,0.019148936
0,0,41,0.0,0.0,1444.166667,0.026829268
3,0,16,19.5,0.0,250.0833333,0.013157895
0,0,15,0.0,0.0,327.5,0.013333333
3,0,48,55.0,0.0,1085.078571,0.013690476
0,0,58,0.0,0.0,2665.798039,0.027288961
0,0,5,0.0,0.0,164.0,0.08
1,0,20,0.0,0.0,816.5,0.093333333
6,1,25,175.0,10.0,2877.5,0.037435897
0,0,3,0.0,0.0,36.0,0.066666667
3,0,19,81.0,0.0,448.0333333,0.012857143
0,0,6,0.0,0.0,30.0,0.188888889
7,0,181,106.8285714,0.0,6842.002513,0.007218823
10,1,126,161.7083333,0.0,2645.833333,0.01597088
1,0,21,50.33333333,0.0,586.1892857,0.005555556
5,0,37,766.8333333,0.0,1133.016667,0.013846154
0,0,42,0.0,0.0,562.6666667,0.032583774
0,0,11,0.0,0.0,219.5,0.046060606
3,0,35,29.33333333,0.0,468.0,0.022857143
1,0,62,4.0,0.0,3000.250794,0.029535519
0,1,13,0.0,20.0,816.9545455,0.047619048
0,0,1,0.0,0.0,0.0,0.2
0,0,9,0.0,0.0,143.0,0.122222222
0,0,15,0.0,0.0,1861.5,0.026666667
0,0,6,0.0,0.0,815.0,0.044444444
4,0,6,130.5,0.0,165.5,0.033333333
11,0,26,1215.333333,0.0,1090.916667,0.033870968
0,0,8,0.0,0.0,133.0,0.025
0,0,9,0.0,0.0,83.0,0.066666667
0,0,7,0.0,0.0,24.0,0.1
1,0,25,69.0,0.0,533.0714286,0.026923077
0,0,13,0.0,0.0,303.4,0.016666667
0,0,31,0.0,0.0,516.4761905,0.018965517
0,0,5,0.0,0.0,72.5,0.04
1,0,34,4.0,0.0,652.9238095,0.036830357
2,1,79,7.0,0.0,3393.903571,0.04031012
0,0,11,0.0,0.0,210.0,0.024242424
0,0,10,0.0,0.0,466.5,0.022222222
2,0,28,37.0,0.0,2778.333333,0.023809524
2,0,10,57.5,0.0,677.5,0.070138889
3,0,23,148.6666667,0.0,908.4666667,0.052840909
0,0,22,0.0,0.0,346.8333333,0.057142857
8,0,25,152.3333333,0.0,481.1666667,0.005
7,1,22,405.2583333,88.0,661.6309524,0.005128205
0,0,13,0.0,0.0,324.0,0.003030303
0,0,11,0.0,0.0,185.0,0.054545455
1,1,26,60.0,15.0,670.1666667,0.003846154
0,0,15,0.0,0.0,183.8333333,0.073333333
0,2,106,0.0,193.25,5633.538274,0.017232253
0,0,5,0.0,0.0,17.0,0.04
1,0,12,294.0,0.0,936.0,0.036363636
2,0,42,28.0,0.0,1329.666667,0.002325581
0,0,1,0.0,0.0,24.0,0.1
0,0,26,0.0,0.0,1026.75,0.022222222
0,2,35,0.0,76.0,2068.928571,0.014285714
0,0,4,0.0,0.0,118.0,0.066666667
0,0,9,0.0,0.0,167.0,0.066666667
0,0,3,0.0,0.0,35.0,0.1
0,0,1,0.0,0.0,0.0,0.2
0,0,4,0.0,0.0,57.0,0.15
4,0,46,99.5,0.0,953.0686869,0.014285714
2,0,11,70.0,0.0,714.5,0.028571429
0,0,1,0.0,0.0,0.0,0.2
0,0,5,0.0,0.0,25.0,0.16
12,0,61,637.9388889,0.0,1797.298291,0.029877803
0,0,10,0.0,0.0,154.5,0.01
0,0,8,0.0,0.0,118.0,0.0125
7,0,48,84.55,0.0,805.0992979,0.031196581
0,0,9,0.0,0.0,138.5,0.047619048
9,1,38,381.8666667,33.0,1190.616667,0.011333333
8,0,20,236.8333333,0.0,411.3888889,0.016825397
0,0,47,0.0,0.0,778.7619048,0.051999065
0,0,18,0.0,0.0,495.0,0.03
2,0,22,22.0,0.0,512.05,0.075277778
5,0,21,244.5,0.0,998.4,0.008666667
4,2,30,109.0,34.0,1049.833333,0.028645833
2,0,12,180.5,0.0,472.9166667,0.018181818
17,4,157,592.0014006,1360.0,5645.176455,0.013849519
0,0,1,0.0,0.0,0.0,0.2
3,0,6,335.0,0.0,1615.0,0.016666667
0,0,5,0.0,0.0,28.33333333,0.08
1,0,2,58.0,0.0,7.0,0.066666667
0,0,19,0.0,0.0,283.5,0.010526316
10,0,85,118.0,0.0,2694.833333,0.001915584
3,0,32,41.0,0.0,1130.84697,0.01806184
9,0,112,269.8,0.0,2478.622727,0.004005848
1,0,29,15.0,0.0,1714.4,0.048765432
0,0,46,0.0,0.0,2213.366667,0.054710145
0,0,2,0.0,0.0,0.0,0.2
4,0,22,97.0,0.0,739.5833333,0.006060606
16,1,74,235.25,46.66666667,3206.193407,0.019399025
0,0,1,0.0,0.0,0.0,0.2
4,4,17,98.0,216.0,1243.5,0.008695652
6,2,24,277.1666667,900.5,1448.333333,0.003846154
0,0,1,0.0,0.0,0.0,0.2
0,0,11,0.0,0.0,304.0,0.018181818
3,0,25,25.08333333,0.0,304.5,0.007407407
0,0,86,0.0,0.0,1699.666667,0.026830934
1,0,4,27.0,0.0,467.0,0.025
0,2,63,0.0,13.0,4833.925,0.015128205
2,1,109,124.0,9.0,3731.138116,0.015244789
0,0,2,0.0,0.0,20.0,0.05
0,0,1,0.0,0.0,0.0,0.2
0,0,6,0.0,0.0,245.0,0.105555556
0,0,1,0.0,0.0,504.0,0.1
1,0,19,76.0,0.0,1263.333333,0.023529412
15,3,112,1629.333333,214.5,4509.823016,0.019960276
1,3,36,62.5,196.0,585.178355,0.001273148
0,0,0,0.0,0.0,0.0,0.2
6,0,26,51.0,0.0,536.0,0.012345679
0,1,18,0.0,78.0,570.3333333,0.015686275
1,0,15,24.0,0.0,496.75,0.00625
5,0,85,505.0,0.0,2197.195238,0.029405769
0,0,4,0.0,0.0,72.66666667,0.083333333
4,3,23,38.0,909.0,542.3333333,0.015306122
0,0,10,0.0,0.0,342.1666667,0.022222222
6,2,80,32.5,62.5,1190.418903,0.027420635
3,0,2,108.5,0.0,74.66666667,0.016666667
3,2,58,154.0,107.0,1978.214286,0.000409836
0,0,79,0.0,0.0,3129.393438,0.044962458
0,0,11,0.0,0.0,751.5,0.024242424
4,6,111,118.9032258,104.5,2748.624538,0.006678351
1,0,12,17.0,0.0,321.8333333,0.034615385
8,1,109,192.5555556,91.0,2926.431962,0.001851852
2,1,54,40.0,93.66666667,2070.643939,0.016163522
2,0,8,267.0,0.0,214.3333333,0.055
6,1,5,107.0,10.5,39.5,0.0125
9,0,49,146.0,0.0,1592.133333,0.02
5,0,26,54.83333333,0.0,986.9166667,0.010985222
0,0,12,0.0,0.0,418.3333333,0.004545455
0,0,12,0.0,0.0,1111.0,0.033333333
0,0,4,0.0,0.0,536.5,0.05
2,1,32,29.0,38.5,410.1166667,0.020286738
0,0,3,0.0,0.0,5.0,0.166666667
8,2,79,239.8333333,33.0,2650.408502,0.005632184
0,0,15,0.0,0.0,450.2,0.021904762
4,0,131,210.5,0.0,2749.058333,0.017682257
2,0,75,36.4,0.0,1959.304762,0.027146119
3,0,35,69.16666667,0.0,869.0611111,0.00617284
0,0,25,0.0,0.0,1320.5,0.030666667
3,0,19,509.6666667,0.0,976.3382353,0.010454545
6,0,13,111.0,0.0,522.0,0.011111111
4,0,57,20.0,0.0,1008.916667,0.029239766
1,0,17,46.0,0.0,931.0,0.062962963
0,0,1,0.0,0.0,0.0,0.2
2,0,7,125.0,0.0,49.0,0.075
0,0,6,0.0,0.0,25.0,0.122222222
1,0,26,7.0,0.0,933.3333333,0.028
10,3,22,1751.047619,69.0,1552.547619,0.070490196
5,2,71,827.2,48.5,3439.733242,0.014808078
2,0,16,55.0,0.0,1851.5,0.041176471
2,0,5,25.0,0.0,40.0,0.083333333
0,0,1,0.0,0.0,0.0,0.2
0,0,20,0.0,0.0,457.5833333,0.044444444
2,0,33,15.0,0.0,2081.5,0.017142857
2,3,33,93.0,808.5,1310.472222,0.044312169
4,0,34,73.0,0.0,1001.166667,0.017959184
6,0,42,77.0,0.0,3436.066667,0.019480519
1,0,11,260.0,0.0,198.1666667,0.008333333
2,0,17,13.0,0.0,296.2333333,0.029166667
2,0,13,33.0,0.0,1649.0,0.033333333
2,0,11,566.0,0.0,574.3333333,0.015277778
0,0,6,0.0,0.0,161.0,0.066666667
0,0,39,0.0,0.0,2643.333333,0.012820513
3,0,10,42.0,0.0,706.0,0.011111111
7,3,45,85.52916667,255.5,2996.4875,0.02628108
0,0,5,0.0,0.0,108.0,0.04
4,0,45,191.0,0.0,2171.174592,0.017931489
0,0,23,0.0,0.0,255.6388889,0.005454545
8,0,57,186.5,0.0,1925.102381,0.0175
0,0,8,0.0,0.0,202.3333333,0.01875
0,0,15,0.0,0.0,239.0,0.072
4,0,26,47.0,0.0,380.1666667,0.015873016
0,0,16,0.0,0.0,79.0,0.0375
0,1,93,0.0,1.0,4324.737073,0.034077383
1,2,89,10.0,108.0,2114.083333,0.011685393
0,0,2,0.0,0.0,149.0,0.1
0,0,15,0.0,0.0,894.0,0.015384615
0,0,36,0.0,0.0,925.8333333,0.071296296
0,0,4,0.0,0.0,50.0,0.075
1,0,2,6.0,0.0,85.0,0.066666667
11,1,35,361.4761905,68.0,625.0856893,0.02195122
2,0,7,32.0,0.0,164.5,0.008333333
0,0,20,0.0,0.0,275.6666667,0.114814815
0,0,89,0.0,0.0,5044.75689,0.008376076
0,0,5,0.0,0.0,691.0,0.08
0,0,2,0.0,0.0,0.0,0.2
4,0,117,61.0,0.0,1569.866667,0.011870845
0,1,43,0.0,1.5,1368.484848,0.053636364
9,0,36,794.8833333,0.0,1697.55,0.02575
0,0,1,0.0,0.0,0.0,0.2
0,0,23,0.0,0.0,1134.5,0.102717391
7,3,58,89.9,84.0,2787.25,0.007715618
0,0,1,0.0,0.0,0.0,0.2
0,0,11,0.0,0.0,297.25,0.022222222
0,0,27,0.0,0.0,352.0833333,0.022222222
0,0,4,0.0,0.0,26.0,0.05
1,0,15,27.0,0.0,1486.666667,0.013809524
5,1,82,162.5,11.0,1164.099635,0.01668402
0,0,18,0.0,0.0,1360.5,0.040740741
0,0,6,0.0,0.0,156.0,0.016666667
3,0,46,204.75,0.0,1942.933333,0.013333333
0,0,1,0.0,0.0,0.0,0.2
0,0,10,0.0,0.0,133.8333333,0.020779221
0,0,5,0.0,0.0,36.0,0.1
2,0,30,32.0,0.0,1407.5,0.02516129
0,0,1,0.0,0.0,0.0,0.2
3,0,20,112.0,0.0,1187.5,0.016666667
0,0,40,0.0,0.0,1090.566667,0.041198413
1,0,1,0.0,0.0,0.0,0.2
6,0,9,91.5,0.0,115.5,0.018181818
0,0,8,0.0,0.0,463.0,0.025
5,2,6,423.5,111.5,91.5,0.055555556
0,0,42,0.0,0.0,840.8333333,0.019047619
9,0,43,174.475,0.0,895.9731685,0.009929078
0,0,7,0.0,0.0,76.5,0.066190476
0,0,7,0.0,0.0,104.3333333,0.092857143
1,5,26,9.0,86.0,466.5,0.006666667
1,0,11,26.0,0.0,345.1666667,0.008888889
0,0,8,0.0,0.0,203.0,0.0375
0,0,20,0.0,0.0,869.8,0.033333333
1,0,6,41.0,0.0,68.5,0.033333333
0,0,57,0.0,0.0,980.8333333,0.044642857
0,0,45,0.0,0.0,1438.722222,0.027727273
3,0,10,40.0,0.0,423.6666667,0.018181818
0,0,8,0.0,0.0,185.5,0.0375
0,0,5,0.0,0.0,74.0,0.08
0,0,13,0.0,0.0,421.1666667,0.028205128
0,0,7,0.0,0.0,578.2,0.033333333
12,2,127,418.3333333,85.0,6931.049725,0.015855776
1,0,11,88.0,0.0,522.6666667,0.022222222
2,0,36,86.0,0.0,1720.416667,0.00995086
0,0,22,0.0,0.0,2464.9,0.051515152
0,0,8,0.0,0.0,240.0,0.028571429
1,2,101,5.0,134.0,5459.967105,0.064680923
0,2,15,0.0,15.0,328.4166667,0.037647059
3,0,8,249.0,0.0,1046.5,0.04
1,0,8,20.0,0.0,268.0,0.025925926
0,0,14,0.0,0.0,354.25,0.015384615
3,0,8,100.0,0.0,127.6666667,0.005
0,0,3,0.0,0.0,15.0,0.133333333
1,0,9,32.0,0.0,455.0,0.022222222
5,1,58,90.875,15.0,2153.71859,0.012156298
0,0,8,0.0,0.0,166.25,0.0125
1,0,11,10.0,0.0,578.0,0.011688312
3,0,10,110.5,0.0,284.0,0.008333333
0,0,2,0.0,0.0,130.0,0.05
4,0,28,14.0,0.0,341.35,0.028571429
0,0,4,0.0,0.0,40.5,0.05
8,4,52,144.5,181.7222222,2826.790048,0.030060764
6,1,41,211.0,58.0,2078.666667,0.028125
0,0,2,0.0,0.0,0.0,0.2
0,0,1,0.0,0.0,0.0,0.2
1,0,19,47.0,0.0,881.1666667,0.005882353
0,0,30,0.0,0.0,950.8333333,0.02
2,0,44,98.0,0.0,2279.222222,0.012301587
0,0,16,0.0,0.0,729.0,0.040625
10,0,8,207.8666667,0.0,217.8666667,0.004166667
0,0,12,0.0,0.0,354.0,0.018181818
8,1,39,656.0,9.0,1390.866667,0.009302326
0,0,4,0.0,0.0,104.0,0.05
1,1,25,6.0,7.0,591.8928571,0.020833333
4,1,33,319.0,21.5,1829.183333,0.017619048
2,0,8,108.0,0.0,316.5,0.040740741
0,0,25,0.0,0.0,903.7,0.059393939
0,0,5,0.0,0.0,517.5,0.1
0,3,59,0.0,341.3333333,2946.6,0.007962529
0,0,29,0.0,0.0,740.5,0.009315376
0,1,34,0.0,0.0,4566.238095,0.059220779
8,5,128,105.5644231,249.0,3158.561476,0.005815392
0,0,2,0.0,0.0,55.0,0.05
5,0,56,20.0,0.0,441.2166667,0.019322034
0,0,3,0.0,0.0,242.0,0.133333333
0,0,5,0.0,0.0,1439.5,0.08
0,0,12,0.0,0.0,312.6666667,0.033333333
0,0,8,0.0,0.0,56.33333333,0.0125
2,0,14,50.5,0.0,689.3833333,0.013333333
0,0,15,0.0,0.0,614.3333333,0.025641026
3,0,23,30.5,0.0,422.730303,0.0125
0,0,24,0.0,0.0,485.2839744,0.039283154
10,0,78,341.4285714,0.0,2588.077268,0.012068881
3,0,34,105.0,0.0,603.7071429,0.003714286
0,0,2,0.0,0.0,0.0,0.2
0,0,6,0.0,0.0,600.0,0.033333333
0,0,8,0.0,0.0,82.83333333,0.00625
5,1,33,99.16666667,27.0,483.2666667,0.009126984
5,0,7,436.0,0.0,26.0,0.075
0,0,12,0.0,0.0,272.6666667,0.009090909
0,0,1,0.0,0.0,0.0,0.2
1,1,3,43.0,0.0,65.0,0.04
8,0,49,102.6666667,0.0,4051.375,0.022949495
7,2,68,195.875,0.0,1725.870671,0.018348148
0,0,27,0.0,0.0,359.0,0.020512821
4,0,12,204.5,0.0,159.0,0.026666667
0,0,24,0.0,0.0,676.1666667,0.008333333
3,0,19,94.0,0.0,707.2666667,0.035714286
1,0,35,255.0,0.0,1178.0,0.064705882
0,0,6,0.0,0.0,56.0,0.033333333
1,1,35,5.0,292.0,1916.9,0.015555556
0,1,57,0.0,12.0,2773.166667,0.050862069
0,0,18,0.0,0.0,297.3,0.011764706
1,0,18,4.0,0.0,631.6666667,0.027777778
0,0,14,0.0,0.0,1340.75,0.015384615
0,0,23,0.0,0.0,282.5,0.073913043
0,0,7,0.0,0.0,76.0,0.071428571
2,0,17,43.0,0.0,434.0,0.010526316
0,0,4,0.0,0.0,464.6666667,0.025
0,0,5,0.0,0.0,240.5,0.07
0,0,24,0.0,0.0,530.0,0.01
5,0,24,113.5,0.0,495.2738095,0.037777778
0,0,62,0.0,0.0,2232.45,0.039726776
1,0,5,3.0,0.0,151.0,0.016666667
0,0,2,0.0,0.0,49.0,0.033333333
6,2,50,220.0,327.0,1845.166667,0.022376543
0,1,27,0.0,19.0,1523.05,0.001851852
0,0,5,0.0,0.0,70.0,0.08
2,0,31,37.33333333,0.0,1552.883333,0.008333333
1,0,25,29.0,0.0,381.3571429,0.004166667
2,1,96,59.5,20.0,5604.977381,0.016624762
11,0,40,336.5,0.0,1239.949603,0.026035354
1,0,9,63.0,0.0,265.25,0.004
0,0,24,0.0,0.0,657.6666667,0.034090909
2,0,3,7.0,0.0,11.0,0.033333333
0,0,25,0.0,0.0,1157.452381,0.027111111
0,0,17,0.0,0.0,1673.653846,0.05122549
0,0,16,0.0,0.0,355.5,0.014285714
1,0,90,0.0,0.0,5621.599206,0.013068182
0,0,11,0.0,0.0,123.0,0.036363636
15,2,98,168.429198,10.0,2806.829918,0.039029125
2,0,3,5.0,0.0,32.0,0.066666667
3,0,39,11.66666667,0.0,557.2452381,0.052076023
7,0,42,53.25,0.0,650.0333333,0.006521739
4,1,24,132.0,23.0,1614.22619,0.014285714
7,0,108,44.16666667,0.0,2973.125,0.020993117
7,0,67,41.375,0.0,3014.290476,0.00781583
1,0,54,24.0,0.0,801.5095238,0.013274933
0,0,3,0.0,0.0,27.0,0.166666667
0,0,8,0.0,0.0,70.5,0.08
0,0,23,0.0,0.0,363.5,0.013043478
0,0,15,0.0,0.0,436.0,0.086666667
0,0,31,0.0,0.0,1087.0,0.006666667
6,2,19,65.0,243.0,681.6190476,0.011794872
0,0,119,0.0,0.0,1243.180556,0.007668207
8,1,41,567.3571429,122.0,2504.699567,0.013075397
2,0,9,39.0,0.0,128.0,0.018181818
2,0,63,7.5,0.0,1903.666667,0.019546851
1,0,14,25.0,0.0,397.0,0.047395833
0,1,16,0.0,232.0,343.2,0.006666667
0,0,5,0.0,0.0,71.0,0.04
0,0,24,0.0,0.0,653.0,0.033333333
12,3,67,316.55,221.0,1564.444444,0.022549176
2,0,70,59.83333333,0.0,2509.25,0.006428571
0,0,3,0.0,0.0,0.0,0.177777778
2,0,24,20.0,0.0,242.0,0.045454545
0,0,13,0.0,0.0,646.7916667,0.054358974
0,0,23,0.0,0.0,209.8333333,0.030434783
2,0,11,38.0,0.0,713.0,0.016666667
0,0,4,0.0,0.0,112.5,0.05
1,0,44,5.0,0.0,630.3166667,0.044223485
0,0,1,0.0,0.0,0.0,0.2
11,0,122,100.0965368,0.0,6141.432139,0.030060022
0,0,19,0.0,0.0,536.2666667,0.068170426
7,0,31,160.3333333,0.0,590.5166667,0.009657738
2,0,17,42.16666667,0.0,490.5333333,0.01175
2,0,18,81.0,0.0,631.0,0.029
0,0,6,0.0,0.0,916.25,0.006666667
0,0,2,0.0,0.0,37.0,0.1
0,0,16,0.0,0.0,571.5,0.091666667
0,0,14,0.0,0.0,1025.0,0.066666667
5,0,49,119.0,0.0,1143.348504,0.008595388
1,0,23,0.0,0.0,975.75,0.05030303
0,0,13,0.0,0.0,169.0,0.041538462
0,0,20,0.0,0.0,499.6666667,0.03
